;
01/11/2023;0.0666666672
02/11/2023;0.0666666672
03/11/2023;0.0666666672
04/11/2023;0.0667066672
05/11/2023;0.1162529831
06/11/2023;0.0667466672
07/11/2023;0.1464293341
08/11/2023;0.166666668
09/11/2023;0.166666668
10/11/2023;0.166786668
11/11/2023;0.4074975492
12/11/2023;0.2201000008
13/11/2023;0.2343837538
14/11/2023;0.3460319413
15/11/2023;0.286666668
16/11/2023;0.286686668
17/11/2023;0.286746668
18/11/2023;0.286786668
19/11/2023;0.286786668
20/11/2023;0.286766668
21/11/2023;0.286746668
22/11/2023;0.286666668
23/11/2023;0.9045502944
24/11/2023;0.651927347
25/11/2023;0.286746668
26/11/2023;0.6373170416
27/11/2023;0.2439081645
28/11/2023;0
29/11/2023;0
30/11/2023;0
